主事件标题,事件标题,时间,地点,涉事方,关键动作,总推文数,链接1,链接2,链接3,链接4,链接5,链接6,链接7,链接8,链接9,链接10,链接11,链接12,链接13,链接14,链接15,链接16,链接17,链接18,链接19,链接20,链接21,链接22,链接23,链接24,链接25,链接26,链接27,链接28,链接29,链接30,链接31,链接32,链接33,链接34,链接35,链接36,链接37,链接38,链接39,链接40,链接41,链接42,链接43,链接44,链接45,链接46,链接47,链接48,链接49,链接50,链接51,链接52,链接53,链接54,链接55,链接56,链接57,链接58,链接59,链接60,链接61,链接62,链接63,链接64,链接65,链接66,链接67,链接68,链接69,链接70,链接71,链接72,链接73,链接74,链接75,链接76,链接77,链接78,链接79,链接80,链接81,链接82,链接83,链接84,链接85,链接86,链接87,链接88,链接89,链接90,链接91,链接92,链接93,链接94,链接95,链接96,链接97,链接98,链接99,链接100,链接101,链接102,链接103,链接104,链接105,链接106,链接107,链接108,链接109,链接110,链接111,链接112,链接113,链接114,链接115,链接116,链接117,链接118,链接119,链接120,链接121,链接122,链接123,链接124,链接125,链接126,链接127,链接128,链接129,链接130,链接131,链接132,链接133,链接134,链接135,链接136,链接137,链接138,链接139,链接140,链接141,链接142,链接143,链接144,链接145,链接146,链接147,链接148,链接149,链接150,链接151,链接152,链接153,链接154,链接155,链接156,链接157,链接158,链接159,链接160,链接161,链接162,链接163,链接164,链接165,链接166,链接167,链接168,链接169,链接170,链接171,链接172,链接173,链接174,链接175,链接176,链接177,链接178,链接179,链接180,链接181,链接182,链接183,链接184,链接185,链接186,链接187,链接188,链接189,链接190,链接191,链接192,链接193,链接194,链接195,链接196,链接197,链接198,链接199,链接200,链接201,链接202,链接203,链接204,链接205,链接206,链接207,链接208,链接209,链接210,链接211,链接212,链接213,链接214,链接215,链接216,链接217,链接218,链接219,链接220,链接221,链接222,链接223,链接224,链接225,链接226,链接227,链接228,链接229,链接230,链接231,链接232,链接233,链接234,链接235,链接236,链接237,链接238,链接239,链接240,链接241,链接242,链接243,链接244,链接245,链接246,链接247,链接248,链接249,链接250,链接251,链接252,链接253,链接254,链接255,链接256,链接257,链接258,链接259,链接260,链接261,链接262,链接263,链接264,链接265,链接266,链接267,链接268,链接269,链接270,链接271,链接272,链接273,链接274,链接275,链接276,链接277,链接278,链接279,链接280,链接281,链接282
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国船只与菲律宾船只在西菲律宾海发生冲撞,2025/10/13,西菲律宾海,中国、菲律宾,中国船只故意冲撞菲律宾船只,10,"""https://x.com/AkbayanParty/status/1977281324752028132/photo/1""","""https://pressreader.com/philippines/daily-tribune-philippines/20251009/page/1"";""https://tribune.net.ph/2025/10/12/joy-expressed-about-rodys-continuing-icc-detention"";""https://tribune.net.ph/2025/10/12/phl-china-trade-blame-over-wps-flare-up"";""https://tribune.net.ph/2025/10/12/career-choice"";""https://tribune.net.ph/2025/10/12/what-man-made-earthquakes"";""https://tribune.net.ph/2025/10/12/radioactive-shipment-to-be-returned-to-mla"";""https://tribune.net.ph/2025/10/12/elizabeth-taylor-a-muse-then-and-now"";""https://www.pressreader.com/philippines/daily-tribune-philippines/20251009/page/1"";""https://x.com/tribunephl/status/1977499875374936441/photo/1""","""https://inqnews.net/BfarCCG"";""https://x.com/inquirerdotnet/status/1977245381911364090/video/1""","""https://twitter.com/ABSCBNNews/status/1977566536064979060"";""https://x.com/JervisManahan/status/1977564529799446754/video/1""","""https://x.com/MinhDr18/status/1977678871618273414/video/1""","""https://x.com/PTVph/status/1977559310126473240/video/1""","""https://x.com/Chinaembmanila/status/1977932557154128280/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国海警与菲律宾船只在西菲律宾海发生冲撞,2025/10/13,西菲律宾海,中国、菲律宾,中国海警船只冲撞菲律宾渔业和水产资源局船只BRP Datu Pagbuaya,13,"""https://x.com/JervisManahan/status/1977529140762083583/photo/1""","""https://twitter.com/abscbnnews/status/1977617278402449880"";""https://x.com/ABSCBNNews/status/1977617278402449880/video/1""","""https://www.abs-cbn.com/news/nation/2025/10/12/china-vessel-deliberately-rammed-philippine-ship-pcg-1125"";""https://x.com/ABSCBNNews/status/1977569984877400331/photo/1""","""https://x.com/JervisManahan/status/1977564529799446754/video/1""","""https://x.com/JervisManahan/status/1977527834894832003/video/1""","""https://twitter.com/ABSCBNNews/status/1977566536064979060"";""https://x.com/JervisManahan/status/1977564529799446754/video/1""","""https://x.com/PIA_NCR/status/1977543482173743598/photo/1""","""https://x.com/MinhDr18/status/1977678871618273414/video/1""","""https://x.com/ANCALERTS/status/1977757676911346002/video/1""","""https://twitter.com/MinhDr18/status/1977678871618273414"";""https://x.com/MinhDr18/status/1977678871618273414/video/1""","""https://twitter.com/abscbnnews/status/1977566536064979060"";""https://x.com/JervisManahan/status/1977564529799446754/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,菲律宾谴责中国海警在南海的非法和鲁莽行为,2025/10/13,南海,菲律宾、中国海警,菲律宾谴责中国海警在南海的非法和鲁莽行为，并重申对西菲律宾海的主权,2,"""https://x.com/kikopangilinan/status/1977651526656233725/photo/1""","""https://www.reuters.com/world/china/china-tells-philippines-stop-provocations-after-south-china-sea-vessel-clash-2025-10-13/"";""https://x.com/softwarnet/status/1977673757474046376/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,推特用户讨论南海主权争议,2025/10/13,南海,推特用户DocStrangelove2,推特用户DocStrangelove2就南海主权争议发表评论,2,"""https://twitter.com/ricwe123/status/1977531161695171002""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国在西菲律宾海采取侵略性行动,2025/10/13,西菲律宾海,中国,中国在西菲律宾海采取侵略性行动,2,"""https://x.com/JervisManahan/status/1977526551861502085/video/1""","""https://www.facebook.com/dzrhnews/videos/811821357889360/"";""https://x.com/dzrhnews/status/1977513401762074885/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,中国通过虚假账户网络在西菲律宾海对菲律宾进行信息战,2025/10/13,西菲律宾海,中国、菲律宾,中国资助虚假菲律宾账户网络，在西菲律宾海散布虚假信息以削弱菲律宾的决心,2,"""https://x.com/BRPSierraMadre/status/1977273217091084338/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,菲律宾与中国在南海就海上对抗责任相互指责,2025/10/13,南海,菲律宾、中国,菲律宾与中国就南海海上对抗责任相互指责,2,"""https://interaksyon.philstar.com/politics-issues/2025/10/13/303408/philippines-accuses-china-of-ramming-vessel-near-disputed-island-as-tensions-soar/""","""https://www.gmanetwork.com/news/topstories/nation/962334/us-condemns-china-over-south-china-sea-vessel-clash-with-the-philippines/story/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,菲律宾参议员谴责中国在西菲律宾海的侵略行为,2025/10/14,西菲律宾海,菲律宾、中国,菲律宾参议员谴责中国海警和海上民兵对菲律宾渔业和水产资源局的侵略行为,2,"""https://x.com/iMPACTPH2019/status/1978126637939196054/photo/1""","""https://mb.com.ph/2025/10/14/senators-condemn-chinas-latest-water-cannon-attack-act-as-a-respectable-member-of-intl-community""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,菲律宾政党就中国在西菲律宾海的侵略行为发表声明,2025/10/14,西菲律宾海,菲律宾、中国,菲律宾政党Akbayan Party就中国在西菲律宾海的侵略行为发表声明，承诺支持沿海社区和前线人员,3,"""https://x.com/AkbayanParty/status/1978064184610099477/photo/1""","""https://x.com/AkbayanParty/status/1978073065121808467/photo/1""","""https://x.com/AkbayanParty/status/1977969525523104194/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,菲律宾众议院谴责中国海警在西菲律宾海袭击菲律宾船只,2025/10/14,西菲律宾海,菲律宾、中国,菲律宾众议院谴责中国海警袭击菲律宾船只,4,"""https://bnc.ph/young-house-members-say-chinese-attack-in-wps-must-not-go-unchallenged/news/""","""https://mb.com.ph/2025/10/14/senators-condemn-chinas-latest-water-cannon-attack-act-as-a-respectable-member-of-intl-community""","""https://businessmirror.com.ph/2025/10/15/house-bloc-hits-chinese-acts-of-intimidation-at-wps/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,美国就中国在南海的危险行动发表声明,2025/10/14,南海，Thitu岛附近,美国、中国、菲律宾,美国就中国在南海Thitu岛附近对菲律宾船只采取的危险行动发表声明，并支持菲律宾,5,"""https://www.state.gov/releases/office-of-the-spokesperson/2025/10/u-s-statement-on-dangerous-chinese-actions-in-the-south-china-sea/""","""https://buff.ly/8lGQWpP"";""https://x.com/philstarlife/status/1977915240105803927/photo/1""","""https://www.philstar.com/news-commentary/2025/10/14/2479837/us-affirms-defense-treaty-philippines-after-chinas-closest-harassment-ship""","""https://x.com/pnagovph/status/1977906623852199960/photo/1""","""https://interaksyon.philstar.com/politics-issues/2025/10/14/303474/us-backs-philippine-ally-after-china-warns-over-vessel-clash/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,菲律宾副总统就中国在西菲律宾海的骚扰行为发表声明,2025/10/14,西菲律宾海,菲律宾、中国,菲律宾副总统萨拉·杜特尔特表示，菲律宾需要通过外交渠道维护其在西菲律宾海的权利，尽管中国在该区域存在骚扰行为，但这不应损害两国整体关系,2,"""https://x.com/PilipinasToday_/status/1978037720145666500/photo/1""","""https://x.com/PilipinasToday_/status/1978031469282087270/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,菲律宾就中国在西菲律宾海的主权声索和盗窃行为发表声明,2025/10/14,西菲律宾海,菲律宾、中国,菲律宾声明其拥有西菲律宾海主权，并指责中国声索和盗窃该海域,5,https://twitter.com/eufems/statuses/1978102247964737558,"""https://x.com/AkbayanParty/status/1977969525523104194/photo/1""",https://twitter.com/E4thofjuly/statuses/1978254987361669497,https://twitter.com/DefensePitz/statuses/1978229103678386321,https://twitter.com/BogsyXXX/statuses/1978146524715450855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,菲律宾民众支持政府在西菲律宾海的透明政策,2025/10/15,西菲律宾海,菲律宾,菲律宾民众普遍支持政府在西菲律宾海的透明政策，以捍卫主权和利益,5,"""https://x.com/jaytaryela/status/1978272457481224295/photo/1""","""https://pia.gov.ph/press-release/filipinos-overwhelmingly-support-government-transparency-policy-on-the-west-philippine-sea-pulse-asia-survey/"";""https://x.com/PIADesk/status/1978324962910904777/photo/1""","""https://x.com/PIADesk/status/1978276644381974647"";""https://pia.gov.ph/press-release/filipinos-overwhelmingly-support-government-transparency-policy-on-the-west-philippine-sea-pulse-asia-survey/"";""https://x.com/PIADesk/status/1978276644381974647/photo/1""","""https://ptvnews.ph/filipinos-hail-factual-reporting-of-chinas-wps-aggression-survey/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,菲律宾渔民在西菲律宾海被中国船只驱赶,2025/10/15,"西菲律宾海，Bajo de Masinloc, Pag-asa Island, Escoda Shoal",菲律宾、中国,中国船只驱赶在西菲律宾海捕鱼的菲律宾渔民,2,"""https://www.youtube.com/watch?si=AkJVohmLXCHQ8F9a&v=bWSaR6N_Hpw&feature=youtu.be"";""https://x.com/JervisManahan/status/1978269594256052435/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,推特用户讨论美国国务卿布林肯与中国前外交部长秦刚在南海问题上的言论,2025/10/15,南海,推特用户、美国国务卿布林肯、中国前外交部长秦刚,推特用户评论美国国务卿布林肯的声明，并提及中国前外交部长秦刚在南海的“钓鱼假期”,3,"""https://x.com/softwarnet/status/1978490977703637464/photo/1""","""https://x.com/softwarnet/status/1978825548886385027/photo/1"";""https://x.com/jacksonhinklle/status/1978613265446940795/photo/1""","""https://x.com/softwarnet/status/1979193176503042056/photo/1"";""https://x.com/neilthomas123/status/1978499540836552864/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,美国在菲律宾部署战斧导弹并支持反华势力以挑衅中国,2025/10/16,菲律宾、南海,美国、菲律宾、中国,美国在菲律宾部署战斧导弹，并将菲律宾作为代理人，支持反华武装和反对派团体，试图在南海挑衅中国,2,"""https://twitter.com/AXChristoforou/status/1978745494663836072""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,美国与中国在南海就中国岛屿军事化发生地缘政治影响,2025/10/18,南海,美国、中国,美国前政府被指责在南海问题上不作为，导致中国在南海建设并军事化岛屿，改变了地区力量平衡,2,"""https://x.com/FinalTelegraph/status/1978450640738177251/photo/1""","""https://x.com/FinalTelegraph/status/1980994488488034719/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,中国与南海周边国家在南海就中国侵略行为发生地缘政治影响,2025/10/18,南海,中国、南海周边国家,中国在南海的侵略行为激化了与周边国家的关系,2,https://twitter.com/ArnulfoCarden17/statuses/1979370591804121563,"""https://www.youtube.com/watch?si=raJX5KmIA0wq5YkG&v=ExmYBpTbP24&feature=youtu.be""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,菲律宾议员 与 中国 在 西菲律宾海 发生 警告中国非法活动并呼吁联合国介入,2025/10/18,西菲律宾海,菲律宾议员、中国,警告中国非法活动并呼吁联合国介入,5,"""https://x.com/manayleila/status/1979352339699110057/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾官员就西菲律宾海问题发表言论并引发争议,Mayor Baste Duterte 与 菲律宾 在 西菲律宾海 发生 歪曲菲律宾对华平衡方针和紧张根源,2025/10/19,西菲律宾海,Mayor Baste Duterte、菲律宾、中国、美国,歪曲菲律宾对华平衡方针和紧张根源,7,"""https://x.com/jaytaryela/status/1979870302583816604/video/1""","""https://twitter.com/jaytaryela/status/1979870302583816604"";""https://x.com/jaytaryela/status/1979870302583816604/video/1""","""https://x.com/CheekyLady1027/status/1980172329721487770/photo/1""","""https://x.com/PilipinasToday_/status/1980197462255288683/photo/1""","""https://tnt.abante.com.ph/2025/10/20/tarriela-sinupalpal-si-baste-duterte-sa-banat-sa-mga-pinoy-na-gumagamit-ng-made-in-china/news/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾官员就西菲律宾海问题发表言论并引发争议,菲律宾与中国在西菲律宾海就菲律宾对华政策发生地缘政治影响,2025/10/19,西菲律宾海,菲律宾、中国,菲律宾市长Baste Duterte的言论被指歪曲菲律宾对华政策和西菲律宾海紧张局势的根源,4,"""https://x.com/jaytaryela/status/1979870302583816604/video/1""","""https://twitter.com/imadshield/status/1979945718224945346"";""https://twitter.com/jaytaryela/status/1979870302583816604""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
